p,l,d,W
5E-01,5E-02,1E+01,1.19106E+00
5E-01,5E-02,1.2E+01,1.22879E+00
5E-01,5E-02,1.4E+01,1.25416E+00
5E-01,5E-02,1.6E+01,1.27168E+00
5E-01,5E-02,1.8E+01,1.28441E+00
5E-01,5E-02,2E+01,1.29428E+00
5E-01,5E-02,2.5E+01,1.3123E+00
5E-01,5E-02,3E+01,1.3255E+00
5E-01,5E-02,3.5E+01,1.33581E+00
5E-01,5E-02,4E+01,1.34405E+00
5E-01,5E-02,4.5E+01,1.35071E+00
5E-01,5E-02,5E+01,1.35607E+00
5E-01,5E-02,6E+01,1.36376E+00
5E-01,5E-02,7E+01,1.3688E+00
5E-01,5E-02,8E+01,1.37219E+00
5E-01,5E-02,9E+01,1.37458E+00
5E-01,5E-02,1E+02,1.38492E+00
5E-01,5E-02,1.2E+02,1.38736E+00
5E-01,5E-02,1.4E+02,1.38881E+00
5E-01,5E-02,1.6E+02,1.38971E+00
5E-01,5E-02,1.8E+02,1.39032E+00
5E-01,5E-02,2E+02,1.39076E+00
5E-01,5E-02,3E+02,1.3918E+00
5E-01,5E-02,4E+02,1.39199E+00
5E-01,5E-02,5E+02,1.39175E+00
5E-01,5E-02,1E+03,1.38805E+00
5E-01,7.5E-02,0E+00,4.79306E-01
5E-01,7.5E-02,1E-05,4.79307E-01
5E-01,7.5E-02,1E-04,4.7932E-01
5E-01,7.5E-02,1E-03,4.7945E-01
5E-01,7.5E-02,1E-02,4.80749E-01
5E-01,7.5E-02,1E-01,4.93614E-01
5E-01,7.5E-02,2E-01,5.07254E-01
5E-01,7.5E-02,3E-01,5.20605E-01
5E-01,7.5E-02,4E-01,5.33684E-01
5E-01,7.5E-02,5E-01,5.46521E-01
5E-01,7.5E-02,6E-01,5.5916E-01
5E-01,7.5E-02,7E-01,5.71643E-01
5E-01,7.5E-02,8E-01,5.83993E-01
5E-01,7.5E-02,9E-01,5.96233E-01
5E-01,7.5E-02,1E+00,6.08374E-01
5E-01,7.5E-02,2E+00,7.22842E-01
5E-01,7.5E-02,3E+00,8.25914E-01
5E-01,7.5E-02,4E+00,9.13901E-01
5E-01,7.5E-02,5E+00,9.86143E-01
5E-01,7.5E-02,6E+00,1.04342E+00
5E-01,7.5E-02,7E+00,1.08898E+00
5E-01,7.5E-02,8E+00,1.12563E+00
5E-01,7.5E-02,9E+00,1.15554E+00
5E-01,7.5E-02,1E+01,1.18054E+00
5E-01,7.5E-02,1.2E+01,1.21949E+00
5E-01,7.5E-02,1.4E+01,1.24592E+00
5E-01,7.5E-02,1.6E+01,1.26437E+00
5E-01,7.5E-02,1.8E+01,1.27795E+00
5E-01,7.5E-02,2E+01,1.28862E+00
5E-01,7.5E-02,2.5E+01,1.30858E+00
5E-01,7.5E-02,3E+01,1.32352E+00
5E-01,7.5E-02,3.5E+01,1.33536E+00
5E-01,7.5E-02,4E+01,1.34492E+00
5E-01,7.5E-02,4.5E+01,1.35271E+00
5E-01,7.5E-02,5E+01,1.359E+00
5E-01,7.5E-02,6E+01,1.36805E+00
5E-01,7.5E-02,7E+01,1.374E+00
5E-01,7.5E-02,8E+01,1.37801E+00
5E-01,7.5E-02,9E+01,1.38083E+00
5E-01,7.5E-02,1E+02,1.38742E+00
5E-01,7.5E-02,1.2E+02,1.39046E+00
5E-01,7.5E-02,1.4E+02,1.39229E+00
5E-01,7.5E-02,1.6E+02,1.39345E+00
5E-01,7.5E-02,1.8E+02,1.39425E+00
5E-01,7.5E-02,2E+02,1.39484E+00
5E-01,7.5E-02,3E+02,1.39638E+00
5E-01,7.5E-02,4E+02,1.39688E+00
5E-01,7.5E-02,5E+02,1.39684E+00
5E-01,7.5E-02,1E+03,1.39372E+00
5E-01,1E-01,0E+00,4.72758E-01
5E-01,1E-01,1E-05,4.7276E-01
5E-01,1E-01,1E-04,4.72772E-01
5E-01,1E-01,1E-03,4.729E-01
5E-01,1E-01,1E-02,4.74179E-01
5E-01,1E-01,1E-01,4.86848E-01
5E-01,1E-01,2E-01,5.00276E-01
5E-01,1E-01,3E-01,5.13419E-01
5E-01,1E-01,4E-01,5.26295E-01
5E-01,1E-01,5E-01,5.38934E-01
5E-01,1E-01,6E-01,5.5138E-01
5E-01,1E-01,7E-01,5.63673E-01
5E-01,1E-01,8E-01,5.75834E-01
5E-01,1E-01,9E-01,5.87885E-01
5E-01,1E-01,1E+00,5.99837E-01
5E-01,1E-01,2E+00,7.12643E-01
5E-01,1E-01,3E+00,8.14503E-01
5E-01,1E-01,4E+00,9.01745E-01
5E-01,1E-01,5E+00,9.73678E-01
5E-01,1E-01,6E+00,1.03103E+00
5E-01,1E-01,7E+00,1.07691E+00
5E-01,1E-01,8E+00,1.11405E+00
5E-01,1E-01,9E+00,1.14455E+00
5E-01,1E-01,1E+01,1.17016E+00
5E-01,1E-01,1.2E+01,1.21025E+00
5E-01,1E-01,1.4E+01,1.23766E+00
5E-01,1E-01,1.6E+01,1.25696E+00
5E-01,1E-01,1.8E+01,1.27133E+00
5E-01,1E-01,2E+01,1.28274E+00
5E-01,1E-01,2.5E+01,1.30451E+00
5E-01,1E-01,3E+01,1.32105E+00
5E-01,1E-01,3.5E+01,1.33432E+00
5E-01,1E-01,4E+01,1.3451E+00
5E-01,1E-01,4.5E+01,1.35394E+00
5E-01,1E-01,5E+01,1.3611E+00
5E-01,1E-01,6E+01,1.37145E+00
5E-01,1E-01,7E+01,1.37827E+00
5E-01,1E-01,8E+01,1.38289E+00
5E-01,1E-01,9E+01,1.38615E+00
5E-01,1E-01,1E+02,1.38864E+00
5E-01,1E-01,1.2E+02,1.39234E+00
5E-01,1E-01,1.4E+02,1.39459E+00
5E-01,1E-01,1.6E+02,1.39602E+00
5E-01,1E-01,1.8E+02,1.39703E+00
5E-01,1E-01,2E+02,1.39778E+00
5E-01,1E-01,3E+02,1.3998E+00
5E-01,1E-01,4E+02,1.40057E+00
5E-01,1E-01,5E+02,1.40074E+00
5E-01,1E-01,1E+03,1.39833E+00
5E-01,2E-01,0E+00,4.49354E-01
5E-01,2E-01,1E-05,4.49356E-01
5E-01,2E-01,1E-04,4.49368E-01
5E-01,2E-01,1E-03,4.49489E-01
5E-01,2E-01,1E-02,4.50695E-01
5E-01,2E-01,1E-01,4.62647E-01
5E-01,2E-01,2E-01,4.75303E-01
5E-01,2E-01,3E-01,4.87689E-01
5E-01,2E-01,4E-01,4.99824E-01
5E-01,2E-01,5E-01,5.11741E-01
5E-01,2E-01,6E-01,5.23479E-01
5E-01,2E-01,7E-01,5.35073E-01
5E-01,2E-01,8E-01,5.46541E-01
5E-01,2E-01,9E-01,5.57898E-01
5E-01,2E-01,1E+00,5.69154E-01
5E-01,2E-01,2E+00,6.75792E-01
5E-01,2E-01,3E+00,7.73031E-01
5E-01,2E-01,4E+00,8.57303E-01
5E-01,2E-01,5E+00,9.27822E-01
5E-01,2E-01,6E+00,9.851E-01
5E-01,2E-01,7E+00,1.03186E+00
5E-01,2E-01,8E+00,1.07048E+00
5E-01,2E-01,9E+00,1.10279E+00
5E-01,2E-01,1E+01,1.13032E+00
5E-01,2E-01,1.2E+01,1.17397E+00
5E-01,2E-01,1.4E+01,1.20441E+00
5E-01,2E-01,1.6E+01,1.22637E+00
5E-01,2E-01,1.8E+01,1.24313E+00
5E-01,2E-01,2E+01,1.25677E+00
5E-01,2E-01,2.5E+01,1.28398E+00
5E-01,2E-01,3E+01,1.30539E+00
5E-01,2E-01,3.5E+01,1.32297E+00
5E-01,2E-01,4E+01,1.33752E+00
5E-01,2E-01,4.5E+01,1.34963E+00
5E-01,2E-01,5E+01,1.35957E+00
5E-01,2E-01,6E+01,1.37417E+00
5E-01,2E-01,7E+01,1.38408E+00
5E-01,2E-01,8E+01,1.391E+00
5E-01,2E-01,9E+01,1.39607E+00
5E-01,2E-01,1E+02,1.38826E+00
5E-01,2E-01,1.2E+02,1.39471E+00
5E-01,2E-01,1.4E+02,1.39875E+00
5E-01,2E-01,1.6E+02,1.40138E+00
5E-01,2E-01,1.8E+02,1.40324E+00
5E-01,2E-01,2E+02,1.40464E+00
5E-01,2E-01,3E+02,1.40851E+00
5E-01,2E-01,4E+02,1.41033E+00
5E-01,2E-01,5E+02,1.4113E+00
5E-01,2E-01,1E+03,1.4121E+00
5E-01,3E-01,0E+00,4.29765E-01
5E-01,3E-01,1E-05,4.29766E-01
5E-01,3E-01,1E-04,4.29777E-01
5E-01,3E-01,1E-03,4.29892E-01
5E-01,3E-01,1E-02,4.31036E-01
5E-01,3E-01,1E-01,4.42365E-01
5E-01,3E-01,2E-01,4.54352E-01
5E-01,3E-01,3E-01,4.66083E-01
5E-01,3E-01,4E-01,4.77576E-01
5E-01,3E-01,5E-01,4.88864E-01
5E-01,3E-01,6E-01,4.99985E-01
5E-01,3E-01,7E-01,5.10969E-01
5E-01,3E-01,8E-01,5.2183E-01
5E-01,3E-01,9E-01,5.32581E-01
5E-01,3E-01,1E+00,5.43229E-01
5E-01,3E-01,2E+00,6.44382E-01
5E-01,3E-01,3E+00,7.37338E-01
5E-01,3E-01,4E+00,8.18678E-01
5E-01,3E-01,5E+00,8.87561E-01
5E-01,3E-01,6E+00,9.44342E-01
5E-01,3E-01,7E+00,9.91409E-01
5E-01,3E-01,8E+00,1.03086E+00
5E-01,3E-01,9E+00,1.0643E+00
5E-01,3E-01,1E+01,1.09308E+00
5E-01,3E-01,1.2E+01,1.13901E+00
5E-01,3E-01,1.4E+01,1.17136E+00
5E-01,3E-01,1.6E+01,1.19493E+00
5E-01,3E-01,1.8E+01,1.21311E+00
5E-01,3E-01,2E+01,1.22806E+00
5E-01,3E-01,2.5E+01,1.25846E+00
5E-01,3E-01,3E+01,1.28272E+00
5E-01,3E-01,3.5E+01,1.30286E+00
5E-01,3E-01,4E+01,1.31971E+00
5E-01,3E-01,4.5E+01,1.33388E+00
5E-01,3E-01,5E+01,1.34564E+00
5E-01,3E-01,6E+01,1.3633E+00
5E-01,3E-01,7E+01,1.37569E+00
5E-01,3E-01,8E+01,1.38472E+00
5E-01,3E-01,9E+01,1.3916E+00
5E-01,3E-01,1E+02,1.38425E+00
5E-01,3E-01,1.2E+02,1.39338E+00
5E-01,3E-01,1.4E+02,1.39919E+00
5E-01,3E-01,1.6E+02,1.40301E+00
5E-01,3E-01,1.8E+02,1.40573E+00
5E-01,3E-01,2E+02,1.40777E+00
5E-01,3E-01,3E+02,1.41354E+00
5E-01,3E-01,4E+02,1.41642E+00
5E-01,3E-01,5E+02,1.41817E+00
5E-01,3E-01,1E+03,1.42197E+00
5E-01,4E-01,0E+00,4.13E-01
5E-01,4E-01,1E-05,4.13001E-01
5E-01,4E-01,1E-04,4.13012E-01
5E-01,4E-01,1E-03,4.13121E-01
5E-01,4E-01,1E-02,4.1421E-01
5E-01,4E-01,1E-01,4.24986E-01
5E-01,4E-01,2E-01,4.36383E-01
5E-01,4E-01,3E-01,4.47535E-01
5E-01,4E-01,4E-01,4.58461E-01
5E-01,4E-01,5E-01,4.69193E-01
5E-01,4E-01,6E-01,4.79766E-01
5E-01,4E-01,7E-01,4.90207E-01
5E-01,4E-01,8E-01,5.00529E-01
5E-01,4E-01,9E-01,5.10741E-01
5E-01,4E-01,1E+00,5.2085E-01
5E-01,4E-01,2E+00,6.17072E-01
5E-01,4E-01,3E+00,7.06041E-01
5E-01,4E-01,4E+00,7.84517E-01
5E-01,4E-01,5E+00,8.51642E-01
5E-01,4E-01,6E+00,9.07653E-01
5E-01,4E-01,7E+00,9.54656E-01
5E-01,4E-01,8E+00,9.94513E-01
5E-01,4E-01,9E+00,1.02863E+00
5E-01,4E-01,1E+01,1.0582E+00
5E-01,4E-01,1.2E+01,1.10561E+00
5E-01,4E-01,1.4E+01,1.13915E+00
5E-01,4E-01,1.6E+01,1.1637E+00
5E-01,4E-01,1.8E+01,1.18271E+00
5E-01,4E-01,2E+01,1.19841E+00
5E-01,4E-01,2.5E+01,1.23056E+00
5E-01,4E-01,3E+01,1.25637E+00
5E-01,4E-01,3.5E+01,1.27796E+00
5E-01,4E-01,4E+01,1.29615E+00
5E-01,4E-01,4.5E+01,1.31157E+00
5E-01,4E-01,5E+01,1.32453E+00
5E-01,4E-01,6E+01,1.3444E+00
5E-01,4E-01,7E+01,1.35882E+00
5E-01,4E-01,8E+01,1.36971E+00
5E-01,4E-01,9E+01,1.37833E+00
5E-01,4E-01,1E+02,1.37821E+00
5E-01,4E-01,1.2E+02,1.38981E+00
5E-01,4E-01,1.4E+02,1.39728E+00
5E-01,4E-01,1.6E+02,1.40223E+00
5E-01,4E-01,1.8E+02,1.40579E+00
5E-01,4E-01,2E+02,1.40848E+00
5E-01,4E-01,3E+02,1.41622E+00
5E-01,4E-01,4E+02,1.42023E+00
5E-01,4E-01,5E+02,1.42278E+00
5E-01,4E-01,1E+03,1.42899E+00
5E-01,5E-01,0E+00,3.98071E-01
5E-01,5E-01,1E-05,3.98073E-01
5E-01,5E-01,1E-04,3.98083E-01
5E-01,5E-01,1E-03,3.98187E-01
5E-01,5E-01,1E-02,3.99224E-01
5E-01,5E-01,1E-01,4.09496E-01
5E-01,5E-01,2E-01,4.20355E-01
5E-01,5E-01,3E-01,4.3098E-01
5E-01,5E-01,4E-01,4.4139E-01
5E-01,5E-01,5E-01,4.51614E-01
5E-01,5E-01,6E-01,4.61688E-01
5E-01,5E-01,7E-01,4.71635E-01
5E-01,5E-01,8E-01,4.81464E-01
5E-01,5E-01,9E-01,4.91187E-01
5E-01,5E-01,1E+00,5.00807E-01
5E-01,5E-01,2E+00,5.9252E-01
5E-01,5E-01,3E+00,6.77754E-01
5E-01,5E-01,4E+00,7.5347E-01
5E-01,5E-01,5E+00,8.18812E-01
5E-01,5E-01,6E+00,8.73931E-01
5E-01,5E-01,7E+00,9.2069E-01
5E-01,5E-01,8E+00,9.60739E-01
5E-01,5E-01,9E+00,9.95317E-01
5E-01,5E-01,1E+01,1.02546E+00
5E-01,5E-01,1.2E+01,1.074E+00
5E-01,5E-01,1.4E+01,1.10845E+00
5E-01,5E-01,1.6E+01,1.13373E+00
5E-01,5E-01,1.8E+01,1.15335E+00
5E-01,5E-01,2E+01,1.16957E+00
5E-01,5E-01,2.5E+01,1.20287E+00
5E-01,5E-01,3E+01,1.22969E+00
5E-01,5E-01,3.5E+01,1.25222E+00
5E-01,5E-01,4E+01,1.27131E+00
5E-01,5E-01,4.5E+01,1.28761E+00
5E-01,5E-01,5E+01,1.30145E+00
5E-01,5E-01,6E+01,1.32305E+00
5E-01,5E-01,7E+01,1.33915E+00
5E-01,5E-01,8E+01,1.35168E+00
5E-01,5E-01,9E+01,1.36187E+00
5E-01,5E-01,1E+02,1.37055E+00
5E-01,5E-01,1.2E+02,1.38435E+00
5E-01,5E-01,1.4E+02,1.39331E+00
5E-01,5E-01,1.6E+02,1.39931E+00
5E-01,5E-01,1.8E+02,1.40367E+00
5E-01,5E-01,2E+02,1.407E+00
5E-01,5E-01,3E+02,1.41682E+00
5E-01,5E-01,4E+02,1.42207E+00
5E-01,5E-01,5E+02,1.42543E+00
5E-01,5E-01,1E+03,1.43326E+00
5E-01,6E-01,0E+00,3.84148E-01
5E-01,6E-01,1E-05,3.84149E-01
5E-01,6E-01,1E-04,3.84159E-01
5E-01,6E-01,1E-03,3.84258E-01
5E-01,6E-01,1E-02,3.85247E-01
5E-01,6E-01,1E-01,3.95042E-01
5E-01,6E-01,2E-01,4.05394E-01
5E-01,6E-01,3E-01,4.15523E-01
5E-01,6E-01,4E-01,4.25447E-01
5E-01,6E-01,5E-01,4.35195E-01
5E-01,6E-01,6E-01,4.44799E-01
5E-01,6E-01,7E-01,4.54283E-01
5E-01,6E-01,8E-01,4.63652E-01
5E-01,6E-01,9E-01,4.72918E-01
5E-01,6E-01,1E+00,4.82084E-01
5E-01,6E-01,2E+00,5.69598E-01
5E-01,6E-01,3E+00,6.51313E-01
5E-01,6E-01,4E+00,7.24395E-01
5E-01,6E-01,5E+00,7.88011E-01
5E-01,6E-01,6E+00,8.42242E-01
5E-01,6E-01,7E+00,8.88734E-01
5E-01,6E-01,8E+00,9.2894E-01
5E-01,6E-01,9E+00,9.63945E-01
5E-01,6E-01,1E+01,9.94648E-01
5E-01,6E-01,1.2E+01,1.04433E+00
5E-01,6E-01,1.4E+01,1.07976E+00
5E-01,6E-01,1.6E+01,1.10584E+00
5E-01,6E-01,1.8E+01,1.12615E+00
5E-01,6E-01,2E+01,1.14297E+00
5E-01,6E-01,2.5E+01,1.1775E+00
5E-01,6E-01,3E+01,1.20537E+00
5E-01,6E-01,3.5E+01,1.22884E+00
5E-01,6E-01,4E+01,1.24882E+00
5E-01,6E-01,4.5E+01,1.26597E+00
5E-01,6E-01,5E+01,1.28062E+00
5E-01,6E-01,6E+01,1.30377E+00
5E-01,6E-01,7E+01,1.32135E+00
5E-01,6E-01,8E+01,1.33528E+00
5E-01,6E-01,9E+01,1.3468E+00
5E-01,6E-01,1E+02,1.3614E+00
5E-01,6E-01,1.2E+02,1.37705E+00
5E-01,6E-01,1.4E+02,1.38732E+00
5E-01,6E-01,1.6E+02,1.39426E+00
5E-01,6E-01,1.8E+02,1.39937E+00
5E-01,6E-01,2E+02,1.40333E+00
5E-01,6E-01,3E+02,1.41536E+00
5E-01,6E-01,4E+02,1.42196E+00
5E-01,6E-01,5E+02,1.42614E+00
5E-01,6E-01,1E+03,1.43464E+00
5E-01,7E-01,0E+00,3.71035E-01
5E-01,7E-01,1E-05,3.71036E-01
5E-01,7E-01,1E-04,3.71045E-01
5E-01,7E-01,1E-03,3.7114E-01
5E-01,7E-01,1E-02,3.72083E-01
5E-01,7E-01,1E-01,3.81424E-01
5E-01,7E-01,2E-01,3.91296E-01
5E-01,7E-01,3E-01,4.00956E-01
5E-01,7E-01,4E-01,4.1042E-01
5E-01,7E-01,5E-01,4.19718E-01
5E-01,7E-01,6E-01,4.28879E-01
5E-01,7E-01,7E-01,4.37925E-01
5E-01,7E-01,8E-01,4.46863E-01
5E-01,7E-01,9E-01,4.557E-01
5E-01,7E-01,1E+00,4.6444E-01
5E-01,7E-01,2E+00,5.4803E-01
5E-01,7E-01,3E+00,6.26425E-01
5E-01,7E-01,4E+00,6.96999E-01
5E-01,7E-01,5E+00,7.58954E-01
5E-01,7E-01,6E+00,8.12319E-01
5E-01,7E-01,7E+00,8.58539E-01
5E-01,7E-01,8E+00,8.98888E-01
5E-01,7E-01,9E+00,9.34307E-01
5E-01,7E-01,1E+01,9.65571E-01
5E-01,7E-01,1.2E+01,1.01644E+00
5E-01,7E-01,1.4E+01,1.05294E+00
5E-01,7E-01,1.6E+01,1.07993E+00
5E-01,7E-01,1.8E+01,1.10103E+00
5E-01,7E-01,2E+01,1.11855E+00
5E-01,7E-01,2.5E+01,1.15448E+00
5E-01,7E-01,3E+01,1.18351E+00
5E-01,7E-01,3.5E+01,1.20802E+00
5E-01,7E-01,4E+01,1.22894E+00
5E-01,7E-01,4.5E+01,1.24695E+00
5E-01,7E-01,5E+01,1.2624E+00
5E-01,7E-01,6E+01,1.287E+00
5E-01,7E-01,7E+01,1.30589E+00
5E-01,7E-01,8E+01,1.32101E+00
5E-01,7E-01,9E+01,1.33363E+00
5E-01,7E-01,1E+02,1.35095E+00
5E-01,7E-01,1.2E+02,1.36821E+00
5E-01,7E-01,1.4E+02,1.37964E+00
5E-01,7E-01,1.6E+02,1.38746E+00
5E-01,7E-01,1.8E+02,1.39327E+00
5E-01,7E-01,2E+02,1.39785E+00
5E-01,7E-01,3E+02,1.4121E+00
5E-01,7E-01,4E+02,1.4201E+00
5E-01,7E-01,5E+02,1.42508E+00
5E-01,7E-01,1E+03,1.43354E+00
5E-01,8E-01,0E+00,3.58696E-01
5E-01,8E-01,1E-05,3.58697E-01
5E-01,8E-01,1E-04,3.58706E-01
5E-01,8E-01,1E-03,3.58796E-01
5E-01,8E-01,1E-02,3.59696E-01
5E-01,8E-01,1E-01,3.68607E-01
5E-01,8E-01,2E-01,3.78024E-01
5E-01,8E-01,3E-01,3.8724E-01
5E-01,8E-01,4E-01,3.96271E-01
5E-01,8E-01,5E-01,4.05143E-01
5E-01,8E-01,6E-01,4.13888E-01
5E-01,8E-01,7E-01,4.22522E-01
5E-01,8E-01,8E-01,4.31053E-01
5E-01,8E-01,9E-01,4.39489E-01
5E-01,8E-01,1E+00,4.47831E-01
5E-01,8E-01,2E+00,5.27752E-01
5E-01,8E-01,3E+00,6.03014E-01
5E-01,8E-01,4E+00,6.71199E-01
5E-01,8E-01,5E+00,7.31551E-01
5E-01,8E-01,6E+00,7.84058E-01
5E-01,8E-01,7E+00,8.29986E-01
5E-01,8E-01,8E+00,8.70447E-01
5E-01,8E-01,9E+00,9.06246E-01
5E-01,8E-01,1E+01,9.38046E-01
5E-01,8E-01,1.2E+01,9.90113E-01
5E-01,8E-01,1.4E+01,1.02771E+00
5E-01,8E-01,1.6E+01,1.05567E+00
5E-01,8E-01,1.8E+01,1.07763E+00
5E-01,8E-01,2E+01,1.09592E+00
5E-01,8E-01,2.5E+01,1.13334E+00
5E-01,8E-01,3E+01,1.16361E+00
5E-01,8E-01,3.5E+01,1.18921E+00
5E-01,8E-01,4E+01,1.21108E+00
5E-01,8E-01,4.5E+01,1.22995E+00
5E-01,8E-01,5E+01,1.24618E+00
5E-01,8E-01,6E+01,1.27213E+00
5E-01,8E-01,7E+01,1.29218E+00
5E-01,8E-01,8E+01,1.30833E+00
5E-01,8E-01,9E+01,1.32188E+00
5E-01,8E-01,1E+02,1.33944E+00
5E-01,8E-01,1.2E+02,1.35817E+00
5E-01,8E-01,1.4E+02,1.37067E+00
5E-01,8E-01,1.6E+02,1.37932E+00
5E-01,8E-01,1.8E+02,1.38581E+00
5E-01,8E-01,2E+02,1.39097E+00
5E-01,8E-01,3E+02,1.40737E+00
5E-01,8E-01,4E+02,1.41669E+00
5E-01,8E-01,5E+02,1.42241E+00
5E-01,8E-01,1E+03,1.43047E+00
5E-01,9E-01,0E+00,3.47095E-01
5E-01,9E-01,1E-05,3.47096E-01
5E-01,9E-01,1E-04,3.47104E-01
5E-01,9E-01,1E-03,3.4719E-01
5E-01,9E-01,1E-02,3.48049E-01
5E-01,9E-01,1E-01,3.56553E-01
5E-01,9E-01,2E-01,3.65542E-01
5E-01,9E-01,3E-01,3.74339E-01
5E-01,9E-01,4E-01,3.82961E-01
5E-01,9E-01,5E-01,3.91434E-01
5E-01,9E-01,6E-01,3.99785E-01
5E-01,9E-01,7E-01,4.08033E-01
5E-01,9E-01,8E-01,4.16183E-01
5E-01,9E-01,9E-01,4.24242E-01
5E-01,9E-01,1E+00,4.32212E-01
5E-01,9E-01,2E+00,5.087E-01
5E-01,9E-01,3E+00,5.81008E-01
5E-01,9E-01,4E+00,6.46914E-01
5E-01,9E-01,5E+00,7.0571E-01
5E-01,9E-01,6E+00,7.57357E-01
5E-01,9E-01,7E+00,8.02959E-01
5E-01,9E-01,8E+00,8.43479E-01
5E-01,9E-01,9E+00,8.79604E-01
5E-01,9E-01,1E+01,9.11891E-01
5E-01,9E-01,1.2E+01,9.65097E-01
5E-01,9E-01,1.4E+01,1.00379E+00
5E-01,9E-01,1.6E+01,1.03273E+00
5E-01,9E-01,1.8E+01,1.05557E+00
5E-01,9E-01,2E+01,1.07465E+00
5E-01,9E-01,2.5E+01,1.1136E+00
5E-01,9E-01,3E+01,1.14514E+00
5E-01,9E-01,3.5E+01,1.17182E+00
5E-01,9E-01,4E+01,1.19465E+00
5E-01,9E-01,4.5E+01,1.21437E+00
5E-01,9E-01,5E+01,1.23134E+00
5E-01,9E-01,6E+01,1.25856E+00
5E-01,9E-01,7E+01,1.27965E+00
5E-01,9E-01,8E+01,1.29671E+00
5E-01,9E-01,9E+01,1.31107E+00
5E-01,9E-01,1E+02,1.32704E+00
5E-01,9E-01,1.2E+02,1.34721E+00
5E-01,9E-01,1.4E+02,1.36078E+00
5E-01,9E-01,1.6E+02,1.37023E+00
5E-01,9E-01,1.8E+02,1.37738E+00
5E-01,9E-01,2E+02,1.38309E+00
5E-01,9E-01,3E+02,1.40145E+00
5E-01,9E-01,4E+02,1.41194E+00
5E-01,9E-01,5E+02,1.41828E+00
5E-01,9E-01,1E+03,1.42586E+00
5E-01,1E+00,0E+00,3.36195E-01
5E-01,1E+00,1E-05,3.36196E-01
5E-01,1E+00,1E-04,3.36204E-01
5E-01,1E+00,1E-03,3.36286E-01
5E-01,1E+00,1E-02,3.37106E-01
5E-01,1E+00,1E-01,3.45227E-01
5E-01,1E+00,2E-01,3.53812E-01
5E-01,1E+00,3E-01,3.62216E-01
5E-01,1E+00,4E-01,3.70453E-01
5E-01,1E+00,5E-01,3.7855E-01
5E-01,1E+00,6E-01,3.86532E-01
5E-01,1E+00,7E-01,3.94417E-01
5E-01,1E+00,8E-01,4.0221E-01
5E-01,1E+00,9E-01,4.09916E-01
5E-01,1E+00,1E+00,4.17538E-01
5E-01,1E+00,2E+00,4.90811E-01
5E-01,1E+00,3E+00,5.60331E-01
5E-01,1E+00,4E+00,6.2406E-01
5E-01,1E+00,5E+00,6.81342E-01
5E-01,1E+00,6E+00,7.32114E-01
5E-01,1E+00,7E+00,7.7734E-01
5E-01,1E+00,8E+00,8.17849E-01
5E-01,1E+00,9E+00,8.54221E-01
5E-01,1E+00,1E+01,8.86922E-01
5E-01,1E+00,1.2E+01,9.41159E-01
5E-01,1E+00,1.4E+01,9.80887E-01
5E-01,1E+00,1.6E+01,1.01078E+00
5E-01,1E+00,1.8E+01,1.03449E+00
5E-01,1E+00,2E+01,1.05435E+00
5E-01,1E+00,2.5E+01,1.09479E+00
5E-01,1E+00,3E+01,1.12756E+00
5E-01,1E+00,3.5E+01,1.15531E+00
5E-01,1E+00,4E+01,1.17905E+00
5E-01,1E+00,4.5E+01,1.19959E+00
5E-01,1E+00,5E+01,1.21728E+00
5E-01,1E+00,6E+01,1.24567E+00
5E-01,1E+00,7E+01,1.26773E+00
5E-01,1E+00,8E+01,1.28561E+00
5E-01,1E+00,9E+01,1.3007E+00
5E-01,1E+00,1E+02,1.31393E+00
5E-01,1E+00,1.2E+02,1.3356E+00
5E-01,1E+00,1.4E+02,1.35029E+00
5E-01,1E+00,1.6E+02,1.36055E+00
5E-01,1E+00,1.8E+02,1.36834E+00
5E-01,1E+00,2E+02,1.37456E+00
5E-01,1E+00,3E+02,1.39458E+00
5E-01,1E+00,4E+02,1.40597E+00
5E-01,1E+00,5E+02,1.41279E+00
5E-01,1E+00,1E+03,1.42012E+00
5E-01,1.25E+00,0E+00,3.11765E-01
5E-01,1.25E+00,1E-05,3.11766E-01
5E-01,1.25E+00,1E-04,3.11773E-01
5E-01,1.25E+00,1E-03,3.11847E-01
5E-01,1.25E+00,1E-02,3.12579E-01
5E-01,1.25E+00,1E-01,3.19838E-01
5E-01,1.25E+00,2E-01,3.27518E-01
5E-01,1.25E+00,3E-01,3.3504E-01
5E-01,1.25E+00,4E-01,3.42418E-01
5E-01,1.25E+00,5E-01,3.49674E-01
5E-01,1.25E+00,6E-01,3.56831E-01
5E-01,1.25E+00,7E-01,3.63906E-01
5E-01,1.25E+00,8E-01,3.709E-01
5E-01,1.25E+00,9E-01,3.77819E-01
5E-01,1.25E+00,1E+00,3.84666E-01
5E-01,1.25E+00,2E+00,4.50753E-01
5E-01,1.25E+00,3E+00,5.13966E-01
5E-01,1.25E+00,4E+00,5.72663E-01
5E-01,1.25E+00,5E+00,6.26304E-01
5E-01,1.25E+00,6E+00,6.74796E-01
5E-01,1.25E+00,7E+00,7.18822E-01
5E-01,1.25E+00,8E+00,7.58947E-01
5E-01,1.25E+00,9E+00,7.95538E-01
5E-01,1.25E+00,1E+01,8.28876E-01
5E-01,1.25E+00,1.2E+01,8.85042E-01
