p,l,d,W
4.5E-01,1.5E+00,1.2E+01,8.67269E-01
4.5E-01,1.5E+00,1.4E+01,9.08684E-01
4.5E-01,1.5E+00,1.6E+01,9.40701E-01
4.5E-01,1.5E+00,1.8E+01,9.66707E-01
4.5E-01,1.5E+00,2E+01,9.88864E-01
4.5E-01,1.5E+00,2.5E+01,1.03393E+00
4.5E-01,1.5E+00,3E+01,1.0708E+00
4.5E-01,1.5E+00,3.5E+01,1.10218E+00
4.5E-01,1.5E+00,4E+01,1.12913E+00
4.5E-01,1.5E+00,4.5E+01,1.15247E+00
4.5E-01,1.5E+00,5E+01,1.17259E+00
4.5E-01,1.5E+00,6E+01,1.20489E+00
4.5E-01,1.5E+00,7E+01,1.23007E+00
4.5E-01,1.5E+00,8E+01,1.25065E+00
4.5E-01,1.5E+00,9E+01,1.2683E+00
4.5E-01,1.5E+00,1E+02,1.27752E+00
4.5E-01,1.5E+00,1.2E+02,1.30527E+00
4.5E-01,1.5E+00,1.4E+02,1.32463E+00
4.5E-01,1.5E+00,1.6E+02,1.33821E+00
4.5E-01,1.5E+00,1.8E+02,1.34841E+00
4.5E-01,1.5E+00,2E+02,1.35642E+00
4.5E-01,1.5E+00,3E+02,1.3809E+00
4.5E-01,1.5E+00,4E+02,1.39406E+00
4.5E-01,1.5E+00,5E+02,1.40178E+00
4.5E-01,1.5E+00,1E+03,1.41082E+00
4.5E-01,1.75E+00,0E+00,3.00097E-01
4.5E-01,1.75E+00,1E-05,3.00098E-01
4.5E-01,1.75E+00,1E-04,3.00104E-01
4.5E-01,1.75E+00,1E-03,3.00166E-01
4.5E-01,1.75E+00,1E-02,3.00787E-01
4.5E-01,1.75E+00,1E-01,3.06951E-01
4.5E-01,1.75E+00,2E-01,3.13526E-01
4.5E-01,1.75E+00,3E-01,3.19986E-01
4.5E-01,1.75E+00,4E-01,3.26337E-01
4.5E-01,1.75E+00,5E-01,3.32594E-01
4.5E-01,1.75E+00,6E-01,3.38771E-01
4.5E-01,1.75E+00,7E-01,3.4488E-01
4.5E-01,1.75E+00,8E-01,3.50924E-01
4.5E-01,1.75E+00,9E-01,3.56908E-01
4.5E-01,1.75E+00,1E+00,3.62836E-01
4.5E-01,1.75E+00,2E+00,4.20211E-01
4.5E-01,1.75E+00,3E+00,4.75328E-01
4.5E-01,1.75E+00,4E+00,5.27027E-01
4.5E-01,1.75E+00,5E+00,5.74955E-01
4.5E-01,1.75E+00,6E+00,6.19059E-01
4.5E-01,1.75E+00,7E+00,6.59814E-01
4.5E-01,1.75E+00,8E+00,6.97584E-01
4.5E-01,1.75E+00,9E+00,7.32576E-01
4.5E-01,1.75E+00,1E+01,7.64933E-01
4.5E-01,1.75E+00,1.2E+01,8.20575E-01
4.5E-01,1.75E+00,1.4E+01,8.63152E-01
4.5E-01,1.75E+00,1.6E+01,8.96449E-01
4.5E-01,1.75E+00,1.8E+01,9.23756E-01
4.5E-01,1.75E+00,2E+01,9.47163E-01
4.5E-01,1.75E+00,2.5E+01,9.94604E-01
4.5E-01,1.75E+00,3E+01,1.03352E+00
4.5E-01,1.75E+00,3.5E+01,1.0667E+00
4.5E-01,1.75E+00,4E+01,1.09524E+00
4.5E-01,1.75E+00,4.5E+01,1.11998E+00
4.5E-01,1.75E+00,5E+01,1.14133E+00
4.5E-01,1.75E+00,6E+01,1.17565E+00
4.5E-01,1.75E+00,7E+01,1.20247E+00
4.5E-01,1.75E+00,8E+01,1.22448E+00
4.5E-01,1.75E+00,9E+01,1.24343E+00
4.5E-01,1.75E+00,1E+02,1.25678E+00
4.5E-01,1.75E+00,1.2E+02,1.28637E+00
4.5E-01,1.75E+00,1.4E+02,1.30701E+00
4.5E-01,1.75E+00,1.6E+02,1.32149E+00
4.5E-01,1.75E+00,1.8E+02,1.33233E+00
4.5E-01,1.75E+00,2E+02,1.34082E+00
4.5E-01,1.75E+00,3E+02,1.3666E+00
4.5E-01,1.75E+00,4E+02,1.38035E+00
4.5E-01,1.75E+00,5E+02,1.38839E+00
4.5E-01,1.75E+00,1E+03,1.39797E+00
4.5E-01,2E+00,0E+00,2.82731E-01
4.5E-01,2E+00,1E-05,2.82732E-01
4.5E-01,2E+00,1E-04,2.82738E-01
4.5E-01,2E+00,1E-03,2.82794E-01
4.5E-01,2E+00,1E-02,2.83359E-01
4.5E-01,2E+00,1E-01,2.88963E-01
4.5E-01,2E+00,2E-01,2.94936E-01
4.5E-01,2E+00,3E-01,3.00807E-01
4.5E-01,2E+00,4E-01,3.06583E-01
4.5E-01,2E+00,5E-01,3.12279E-01
4.5E-01,2E+00,6E-01,3.17911E-01
4.5E-01,2E+00,7E-01,3.23486E-01
4.5E-01,2E+00,8E-01,3.29008E-01
4.5E-01,2E+00,9E-01,3.34478E-01
4.5E-01,2E+00,1E+00,3.39899E-01
4.5E-01,2E+00,2E+00,3.9258E-01
4.5E-01,2E+00,3E+00,4.4354E-01
4.5E-01,2E+00,4E+00,4.91784E-01
4.5E-01,2E+00,5E+00,5.37003E-01
4.5E-01,2E+00,6E+00,5.79131E-01
4.5E-01,2E+00,7E+00,6.18517E-01
4.5E-01,2E+00,8E+00,6.55411E-01
4.5E-01,2E+00,9E+00,6.89927E-01
4.5E-01,2E+00,1E+01,7.22132E-01
4.5E-01,2E+00,1.2E+01,7.78172E-01
4.5E-01,2E+00,1.4E+01,8.21637E-01
4.5E-01,2E+00,1.6E+01,8.56012E-01
4.5E-01,2E+00,1.8E+01,8.84461E-01
4.5E-01,2E+00,2E+01,9.08984E-01
4.5E-01,2E+00,2.5E+01,9.58467E-01
4.5E-01,2E+00,3E+01,9.99144E-01
4.5E-01,2E+00,3.5E+01,1.03388E+00
4.5E-01,2E+00,4E+01,1.06379E+00
4.5E-01,2E+00,4.5E+01,1.08976E+00
4.5E-01,2E+00,5E+01,1.11219E+00
4.5E-01,2E+00,6E+01,1.14831E+00
4.5E-01,2E+00,7E+01,1.17662E+00
4.5E-01,2E+00,8E+01,1.19992E+00
4.5E-01,2E+00,9E+01,1.22006E+00
4.5E-01,2E+00,1E+02,1.23825E+00
4.5E-01,2E+00,1.2E+02,1.26934E+00
4.5E-01,2E+00,1.4E+02,1.29102E+00
4.5E-01,2E+00,1.6E+02,1.30622E+00
4.5E-01,2E+00,1.8E+02,1.3176E+00
4.5E-01,2E+00,2E+02,1.32651E+00
4.5E-01,2E+00,3E+02,1.35353E+00
4.5E-01,2E+00,4E+02,1.3679E+00
4.5E-01,2E+00,5E+02,1.3763E+00
4.5E-01,2E+00,1E+03,1.38617E+00
4.5E-01,2.5E+00,0E+00,2.53312E-01
4.5E-01,2.5E+00,1E-05,2.53312E-01
4.5E-01,2.5E+00,1E-04,2.53317E-01
4.5E-01,2.5E+00,1E-03,2.53364E-01
4.5E-01,2.5E+00,1E-02,2.53833E-01
4.5E-01,2.5E+00,1E-01,2.58484E-01
4.5E-01,2.5E+00,2E-01,2.63446E-01
4.5E-01,2.5E+00,3E-01,2.68329E-01
4.5E-01,2.5E+00,4E-01,2.73146E-01
4.5E-01,2.5E+00,5E-01,2.77909E-01
4.5E-01,2.5E+00,6E-01,2.82634E-01
4.5E-01,2.5E+00,7E-01,2.87324E-01
4.5E-01,2.5E+00,8E-01,2.91977E-01
4.5E-01,2.5E+00,9E-01,2.96594E-01
4.5E-01,2.5E+00,1E+00,3.01173E-01
4.5E-01,2.5E+00,2E+00,3.46068E-01
4.5E-01,2.5E+00,3E+00,3.90097E-01
4.5E-01,2.5E+00,4E+00,4.32476E-01
4.5E-01,2.5E+00,5E+00,4.72969E-01
4.5E-01,2.5E+00,6E+00,5.11485E-01
4.5E-01,2.5E+00,7E+00,5.48205E-01
4.5E-01,2.5E+00,8E+00,5.83222E-01
4.5E-01,2.5E+00,9E+00,6.16528E-01
4.5E-01,2.5E+00,1E+01,6.48087E-01
4.5E-01,2.5E+00,1.2E+01,7.04158E-01
4.5E-01,2.5E+00,1.4E+01,7.48702E-01
4.5E-01,2.5E+00,1.6E+01,7.84632E-01
4.5E-01,2.5E+00,1.8E+01,8.14845E-01
4.5E-01,2.5E+00,2E+01,8.4115E-01
4.5E-01,2.5E+00,2.5E+01,8.93959E-01
4.5E-01,2.5E+00,3E+01,9.37589E-01
4.5E-01,2.5E+00,3.5E+01,9.74975E-01
4.5E-01,2.5E+00,4E+01,1.00725E+00
4.5E-01,2.5E+00,4.5E+01,1.03533E+00
4.5E-01,2.5E+00,5E+01,1.05962E+00
4.5E-01,2.5E+00,6E+01,1.09887E+00
4.5E-01,2.5E+00,7E+01,1.12976E+00
4.5E-01,2.5E+00,8E+01,1.1553E+00
4.5E-01,2.5E+00,9E+01,1.17745E+00
4.5E-01,2.5E+00,1E+02,1.20395E+00
4.5E-01,2.5E+00,1.2E+02,1.23739E+00
4.5E-01,2.5E+00,1.4E+02,1.2607E+00
4.5E-01,2.5E+00,1.6E+02,1.27707E+00
4.5E-01,2.5E+00,1.8E+02,1.28935E+00
4.5E-01,2.5E+00,2E+02,1.29901E+00
4.5E-01,2.5E+00,3E+02,1.3285E+00
4.5E-01,2.5E+00,4E+02,1.34429E+00
4.5E-01,2.5E+00,5E+02,1.35349E+00
4.5E-01,2.5E+00,1E+03,1.36345E+00
4.5E-01,3E+00,0E+00,2.29749E-01
4.5E-01,3E+00,1E-05,2.29749E-01
4.5E-01,3E+00,1E-04,2.29753E-01
4.5E-01,3E+00,1E-03,2.29792E-01
4.5E-01,3E+00,1E-02,2.30184E-01
4.5E-01,3E+00,1E-01,2.34069E-01
4.5E-01,3E+00,2E-01,2.38234E-01
4.5E-01,3E+00,3E-01,2.42346E-01
4.5E-01,3E+00,4E-01,2.46416E-01
4.5E-01,3E+00,5E-01,2.50457E-01
4.5E-01,3E+00,6E-01,2.5448E-01
4.5E-01,3E+00,7E-01,2.58484E-01
4.5E-01,3E+00,8E-01,2.62466E-01
4.5E-01,3E+00,9E-01,2.66422E-01
4.5E-01,3E+00,1E+00,2.7035E-01
4.5E-01,3E+00,2E+00,3.09238E-01
4.5E-01,3E+00,3E+00,3.47878E-01
4.5E-01,3E+00,4E+00,3.85574E-01
4.5E-01,3E+00,5E+00,4.22132E-01
4.5E-01,3E+00,6E+00,4.57456E-01
4.5E-01,3E+00,7E+00,4.91639E-01
4.5E-01,3E+00,8E+00,5.24692E-01
4.5E-01,3E+00,9E+00,5.56551E-01
4.5E-01,3E+00,1E+01,5.87128E-01
4.5E-01,3E+00,1.2E+01,6.42451E-01
4.5E-01,3E+00,1.4E+01,6.87337E-01
4.5E-01,3E+00,1.6E+01,7.24175E-01
4.5E-01,3E+00,1.8E+01,7.55583E-01
4.5E-01,3E+00,2E+01,7.83172E-01
4.5E-01,3E+00,2.5E+01,8.38485E-01
4.5E-01,3E+00,3E+01,8.84441E-01
4.5E-01,3E+00,3.5E+01,9.23964E-01
4.5E-01,3E+00,4E+01,9.5817E-01
4.5E-01,3E+00,4.5E+01,9.87997E-01
4.5E-01,3E+00,5E+01,1.01385E+00
4.5E-01,3E+00,6E+01,1.05572E+00
4.5E-01,3E+00,7E+01,1.08876E+00
4.5E-01,3E+00,8E+01,1.11614E+00
4.5E-01,3E+00,9E+01,1.13992E+00
4.5E-01,3E+00,1E+02,1.17129E+00
4.5E-01,3E+00,1.2E+02,1.20669E+00
4.5E-01,3E+00,1.4E+02,1.23136E+00
4.5E-01,3E+00,1.6E+02,1.24872E+00
4.5E-01,3E+00,1.8E+02,1.2618E+00
4.5E-01,3E+00,2E+02,1.27213E+00
4.5E-01,3E+00,3E+02,1.30411E+00
4.5E-01,3E+00,4E+02,1.32144E+00
4.5E-01,3E+00,5E+02,1.3315E+00
4.5E-01,3E+00,1E+03,1.34122E+00
4.5E-01,3.5E+00,0E+00,2.10873E-01
4.5E-01,3.5E+00,1E-05,2.10874E-01
4.5E-01,3.5E+00,1E-04,2.10877E-01
4.5E-01,3.5E+00,1E-03,2.1091E-01
4.5E-01,3.5E+00,1E-02,2.11239E-01
4.5E-01,3.5E+00,1E-01,2.14514E-01
4.5E-01,3.5E+00,2E-01,2.18058E-01
4.5E-01,3.5E+00,3E-01,2.21574E-01
4.5E-01,3.5E+00,4E-01,2.2507E-01
4.5E-01,3.5E+00,5E-01,2.28558E-01
4.5E-01,3.5E+00,6E-01,2.32044E-01
4.5E-01,3.5E+00,7E-01,2.35524E-01
4.5E-01,3.5E+00,8E-01,2.38991E-01
4.5E-01,3.5E+00,9E-01,2.42442E-01
4.5E-01,3.5E+00,1E+00,2.45872E-01
4.5E-01,3.5E+00,2E+00,2.80184E-01
4.5E-01,3.5E+00,3E+00,3.14673E-01
4.5E-01,3.5E+00,4E+00,3.48635E-01
4.5E-01,3.5E+00,5E+00,3.81895E-01
4.5E-01,3.5E+00,6E+00,4.14363E-01
4.5E-01,3.5E+00,7E+00,4.46111E-01
4.5E-01,3.5E+00,8E+00,4.77134E-01
4.5E-01,3.5E+00,9E+00,5.07357E-01
4.5E-01,3.5E+00,1E+01,5.3669E-01
4.5E-01,3.5E+00,1.2E+01,5.9066E-01
4.5E-01,3.5E+00,1.4E+01,6.35319E-01
4.5E-01,3.5E+00,1.6E+01,6.72563E-01
4.5E-01,3.5E+00,1.8E+01,7.04724E-01
4.5E-01,3.5E+00,2E+01,7.33211E-01
4.5E-01,3.5E+00,2.5E+01,7.90371E-01
4.5E-01,3.5E+00,3E+01,8.38147E-01
4.5E-01,3.5E+00,3.5E+01,8.79391E-01
4.5E-01,3.5E+00,4E+01,9.15186E-01
4.5E-01,3.5E+00,4.5E+01,9.46464E-01
4.5E-01,3.5E+00,5E+01,9.73629E-01
4.5E-01,3.5E+00,6E+01,1.0177E+00
4.5E-01,3.5E+00,7E+01,1.05256E+00
4.5E-01,3.5E+00,8E+01,1.08148E+00
4.5E-01,3.5E+00,9E+01,1.1066E+00
4.5E-01,3.5E+00,1E+02,1.13952E+00
4.5E-01,3.5E+00,1.2E+02,1.17671E+00
4.5E-01,3.5E+00,1.4E+02,1.20259E+00
4.5E-01,3.5E+00,1.6E+02,1.22085E+00
4.5E-01,3.5E+00,1.8E+02,1.23468E+00
4.5E-01,3.5E+00,2E+02,1.24567E+00
4.5E-01,3.5E+00,3E+02,1.28013E+00
4.5E-01,3.5E+00,4E+02,1.29905E+00
4.5E-01,3.5E+00,5E+02,1.31001E+00
4.5E-01,3.5E+00,1E+03,1.31933E+00
4.5E-01,4E+00,0E+00,1.95513E-01
4.5E-01,4E+00,1E-05,1.95513E-01
4.5E-01,4E+00,1E-04,1.95516E-01
4.5E-01,4E+00,1E-03,1.95543E-01
4.5E-01,4E+00,1E-02,1.95822E-01
4.5E-01,4E+00,1E-01,1.98605E-01
4.5E-01,4E+00,2E-01,2.0166E-01
4.5E-01,4E+00,3E-01,2.0471E-01
4.5E-01,4E+00,4E-01,2.07763E-01
4.5E-01,4E+00,5E-01,2.10824E-01
4.5E-01,4E+00,6E-01,2.13896E-01
4.5E-01,4E+00,7E-01,2.16972E-01
4.5E-01,4E+00,8E-01,2.20044E-01
4.5E-01,4E+00,9E-01,2.23107E-01
4.5E-01,4E+00,1E+00,2.26154E-01
4.5E-01,4E+00,2E+00,2.56962E-01
4.5E-01,4E+00,3E+00,2.88228E-01
4.5E-01,4E+00,4E+00,3.19168E-01
4.5E-01,4E+00,5E+00,3.49607E-01
4.5E-01,4E+00,6E+00,3.79471E-01
4.5E-01,4E+00,7E+00,4.08861E-01
4.5E-01,4E+00,8E+00,4.37802E-01
4.5E-01,4E+00,9E+00,4.6625E-01
4.5E-01,4E+00,1E+01,4.94141E-01
4.5E-01,4E+00,1.2E+01,5.46304E-01
4.5E-01,4E+00,1.4E+01,5.90305E-01
4.5E-01,4E+00,1.6E+01,6.27578E-01
4.5E-01,4E+00,1.8E+01,6.60161E-01
4.5E-01,4E+00,2E+01,6.89255E-01
4.5E-01,4E+00,2.5E+01,7.47766E-01
4.5E-01,4E+00,3E+01,7.96982E-01
4.5E-01,4E+00,3.5E+01,8.39637E-01
4.5E-01,4E+00,4E+01,8.76759E-01
4.5E-01,4E+00,4.5E+01,9.09267E-01
4.5E-01,4E+00,5E+01,9.37549E-01
4.5E-01,4E+00,6E+01,9.83525E-01
4.5E-01,4E+00,7E+01,1.01996E+00
4.5E-01,4E+00,8E+01,1.05019E+00
4.5E-01,4E+00,9E+01,1.0764E+00
4.5E-01,4E+00,1E+02,1.10824E+00
4.5E-01,4E+00,1.2E+02,1.14709E+00
4.5E-01,4E+00,1.4E+02,1.17412E+00
4.5E-01,4E+00,1.6E+02,1.19324E+00
4.5E-01,4E+00,1.8E+02,1.20779E+00
4.5E-01,4E+00,2E+02,1.21941E+00
4.5E-01,4E+00,3E+02,1.25636E+00
4.5E-01,4E+00,4E+02,1.27689E+00
4.5E-01,4E+00,5E+02,1.28876E+00
4.5E-01,4E+00,1E+03,1.29761E+00
4.5E-01,4.5E+00,0E+00,1.82496E-01
4.5E-01,4.5E+00,1E-05,1.82496E-01
4.5E-01,4.5E+00,1E-04,1.82498E-01
4.5E-01,4.5E+00,1E-03,1.82522E-01
4.5E-01,4.5E+00,1E-02,1.82758E-01
4.5E-01,4.5E+00,1E-01,1.85126E-01
4.5E-01,4.5E+00,2E-01,1.8778E-01
4.5E-01,4.5E+00,3E-01,1.90452E-01
4.5E-01,4.5E+00,4E-01,1.93147E-01
4.5E-01,4.5E+00,5E-01,1.95866E-01
4.5E-01,4.5E+00,6E-01,1.98607E-01
4.5E-01,4.5E+00,7E-01,2.0136E-01
4.5E-01,4.5E+00,8E-01,2.04115E-01
4.5E-01,4.5E+00,9E-01,2.06867E-01
4.5E-01,4.5E+00,1E+00,2.09608E-01
4.5E-01,4.5E+00,2E+00,2.37627E-01
4.5E-01,4.5E+00,3E+00,2.6629E-01
4.5E-01,4.5E+00,4E+00,2.94682E-01
4.5E-01,4.5E+00,5E+00,3.22618E-01
4.5E-01,4.5E+00,6E+00,3.50046E-01
4.5E-01,4.5E+00,7E+00,3.77129E-01
4.5E-01,4.5E+00,8E+00,4.03956E-01
4.5E-01,4.5E+00,9E+00,4.30535E-01
4.5E-01,4.5E+00,1E+01,4.56853E-01
4.5E-01,4.5E+00,1.2E+01,5.06905E-01
4.5E-01,4.5E+00,1.4E+01,5.49963E-01
4.5E-01,4.5E+00,1.6E+01,5.87013E-01
4.5E-01,4.5E+00,1.8E+01,6.19796E-01
4.5E-01,4.5E+00,2E+01,6.49302E-01
4.5E-01,4.5E+00,2.5E+01,7.08832E-01
4.5E-01,4.5E+00,3E+01,7.59231E-01
4.5E-01,4.5E+00,3.5E+01,8.03086E-01
4.5E-01,4.5E+00,4E+01,8.41359E-01
4.5E-01,4.5E+00,4.5E+01,8.74946E-01
4.5E-01,4.5E+00,5E+01,9.04216E-01
4.5E-01,4.5E+00,6E+01,9.51889E-01
4.5E-01,4.5E+00,7E+01,9.8972E-01
4.5E-01,4.5E+00,8E+01,1.02111E+00
4.5E-01,4.5E+00,9E+01,1.04827E+00
4.5E-01,4.5E+00,1E+02,1.0772E+00
4.5E-01,4.5E+00,1.2E+02,1.11766E+00
4.5E-01,4.5E+00,1.4E+02,1.14578E+00
4.5E-01,4.5E+00,1.6E+02,1.16573E+00
4.5E-01,4.5E+00,1.8E+02,1.18097E+00
4.5E-01,4.5E+00,2E+02,1.19322E+00
4.5E-01,4.5E+00,3E+02,1.23266E+00
4.5E-01,4.5E+00,4E+02,1.25482E+00
4.5E-01,4.5E+00,5E+02,1.26762E+00
4.5E-01,4.5E+00,1E+03,1.27593E+00
4.5E-01,5E+00,0E+00,1.70652E-01
4.5E-01,5E+00,1E-05,1.70652E-01
4.5E-01,5E+00,1E-04,1.70654E-01
4.5E-01,5E+00,1E-03,1.70674E-01
4.5E-01,5E+00,1E-02,1.70872E-01
4.5E-01,5E+00,1E-01,1.72865E-01
4.5E-01,5E+00,2E-01,1.75162E-01
4.5E-01,5E+00,3E-01,1.77501E-01
4.5E-01,5E+00,4E-01,1.79881E-01
4.5E-01,5E+00,5E-01,1.82301E-01
4.5E-01,5E+00,6E-01,1.84752E-01
4.5E-01,5E+00,7E-01,1.87222E-01
4.5E-01,5E+00,8E-01,1.89701E-01
4.5E-01,5E+00,9E-01,1.92181E-01
4.5E-01,5E+00,1E+00,1.94655E-01
4.5E-01,5E+00,2E+00,2.20243E-01
4.5E-01,5E+00,3E+00,2.46613E-01
4.5E-01,5E+00,4E+00,2.72694E-01
4.5E-01,5E+00,5E+00,2.98289E-01
4.5E-01,5E+00,6E+00,3.23365E-01
4.5E-01,5E+00,7E+00,3.48167E-01
4.5E-01,5E+00,8E+00,3.72861E-01
4.5E-01,5E+00,9E+00,3.97524E-01
4.5E-01,5E+00,1E+01,4.22203E-01
4.5E-01,5E+00,1.2E+01,4.69991E-01
4.5E-01,5E+00,1.4E+01,5.11963E-01
4.5E-01,5E+00,1.6E+01,5.48664E-01
4.5E-01,5E+00,1.8E+01,5.81536E-01
4.5E-01,5E+00,2E+01,6.11357E-01
4.5E-01,5E+00,2.5E+01,6.71743E-01
4.5E-01,5E+00,3E+01,7.23199E-01
4.5E-01,5E+00,3.5E+01,7.68152E-01
4.5E-01,5E+00,4E+01,8.0749E-01
4.5E-01,5E+00,4.5E+01,8.42084E-01
4.5E-01,5E+00,5E+01,8.72281E-01
4.5E-01,5E+00,6E+01,9.21554E-01
4.5E-01,5E+00,7E+01,9.60706E-01
4.5E-01,5E+00,8E+01,9.93176E-01
4.5E-01,5E+00,9E+01,1.02121E+00
4.5E-01,5E+00,1E+02,1.04632E+00
4.5E-01,5E+00,1.2E+02,1.08836E+00
4.5E-01,5E+00,1.4E+02,1.11756E+00
4.5E-01,5E+00,1.6E+02,1.13832E+00
4.5E-01,5E+00,1.8E+02,1.15426E+00
4.5E-01,5E+00,2E+02,1.16713E+00
4.5E-01,5E+00,3E+02,1.20906E+00
4.5E-01,5E+00,4E+02,1.23285E+00
4.5E-01,5E+00,5E+02,1.24658E+00
4.5E-01,5E+00,1E+03,1.25432E+00
5E-01,0E+00,0E+00,5E-01
5E-01,0E+00,1E-05,5.00002E-01
5E-01,0E+00,1E-04,5.00015E-01
5E-01,0E+00,1E-03,5.00151E-01
5E-01,0E+00,1E-02,5.01512E-01
5E-01,0E+00,1E-01,5.14992E-01
5E-01,0E+00,2E-01,5.29296E-01
5E-01,0E+00,3E-01,5.43298E-01
5E-01,0E+00,4E-01,5.57012E-01
5E-01,0E+00,5E-01,5.70467E-01
5E-01,0E+00,6E-01,5.8371E-01
5E-01,0E+00,7E-01,5.96788E-01
5E-01,0E+00,8E-01,6.09729E-01
5E-01,0E+00,9E-01,6.22559E-01
5E-01,0E+00,1E+00,6.35292E-01
5E-01,0E+00,2E+00,7.54923E-01
5E-01,0E+00,3E+00,8.61714E-01
5E-01,0E+00,4E+00,9.51936E-01
5E-01,0E+00,5E+00,1.02503E+00
5E-01,0E+00,6E+00,1.08199E+00
5E-01,0E+00,7E+00,1.12641E+00
5E-01,0E+00,8E+00,1.16139E+00
5E-01,0E+00,9E+00,1.18934E+00
5E-01,0E+00,1E+01,1.21231E+00
5E-01,0E+00,1.2E+01,1.24747E+00
5E-01,0E+00,1.4E+01,1.27062E+00
5E-01,0E+00,1.6E+01,1.28616E+00
5E-01,0E+00,1.8E+01,1.29708E+00
5E-01,0E+00,2E+01,1.30526E+00
5E-01,0E+00,2.5E+01,1.31914E+00
5E-01,0E+00,3E+01,1.32865E+00
5E-01,0E+00,3.5E+01,1.33572E+00
5E-01,0E+00,4E+01,1.34116E+00
5E-01,0E+00,4.5E+01,1.34545E+00
5E-01,0E+00,5E+01,1.34884E+00
5E-01,0E+00,6E+01,1.35368E+00
5E-01,0E+00,7E+01,1.35684E+00
5E-01,0E+00,8E+01,1.35897E+00
5E-01,0E+00,9E+01,1.36051E+00
5E-01,0E+00,1E+02,1.36173E+00
5E-01,0E+00,1.2E+02,1.36369E+00
5E-01,0E+00,1.4E+02,1.3649E+00
5E-01,0E+00,1.6E+02,1.36559E+00
5E-01,0E+00,1.8E+02,1.36599E+00
5E-01,0E+00,2E+02,1.36619E+00
5E-01,0E+00,3E+02,1.36598E+00
5E-01,0E+00,4E+02,1.36522E+00
5E-01,0E+00,5E+02,1.36443E+00
5E-01,0E+00,1E+03,1.3615E+00
5E-01,2.5E-02,0E+00,4.93002E-01
5E-01,2.5E-02,1E-05,4.93003E-01
5E-01,2.5E-02,1E-04,4.93017E-01
5E-01,2.5E-02,1E-03,4.93151E-01
5E-01,2.5E-02,1E-02,4.94491E-01
5E-01,2.5E-02,1E-01,5.07763E-01
5E-01,2.5E-02,2E-01,5.21843E-01
5E-01,2.5E-02,3E-01,5.35625E-01
5E-01,2.5E-02,4E-01,5.49125E-01
5E-01,2.5E-02,5E-01,5.62372E-01
5E-01,2.5E-02,6E-01,5.75411E-01
5E-01,2.5E-02,7E-01,5.88289E-01
5E-01,2.5E-02,8E-01,6.01031E-01
5E-01,2.5E-02,9E-01,6.13662E-01
5E-01,2.5E-02,1E+00,6.26195E-01
5E-01,2.5E-02,2E+00,7.44088E-01
5E-01,2.5E-02,3E+00,8.49631E-01
5E-01,2.5E-02,4E+00,9.39108E-01
5E-01,2.5E-02,5E+00,1.01193E+00
5E-01,2.5E-02,6E+00,1.06901E+00
5E-01,2.5E-02,7E+00,1.11382E+00
5E-01,2.5E-02,8E+00,1.14937E+00
5E-01,2.5E-02,9E+00,1.178E+00
5E-01,2.5E-02,1E+01,1.20166E+00
5E-01,2.5E-02,1.2E+01,1.23812E+00
5E-01,2.5E-02,1.4E+01,1.26239E+00
5E-01,2.5E-02,1.6E+01,1.27893E+00
5E-01,2.5E-02,1.8E+01,1.29077E+00
5E-01,2.5E-02,2E+01,1.2998E+00
5E-01,2.5E-02,2.5E+01,1.31578E+00
5E-01,2.5E-02,3E+01,1.32715E+00
5E-01,2.5E-02,3.5E+01,1.33587E+00
5E-01,2.5E-02,4E+01,1.34272E+00
5E-01,2.5E-02,4.5E+01,1.34821E+00
5E-01,2.5E-02,5E+01,1.35259E+00
5E-01,2.5E-02,6E+01,1.35887E+00
5E-01,2.5E-02,7E+01,1.36297E+00
5E-01,2.5E-02,8E+01,1.36574E+00
5E-01,2.5E-02,9E+01,1.3677E+00
5E-01,2.5E-02,1E+02,1.3796E+00
5E-01,2.5E-02,1.2E+02,1.38156E+00
5E-01,2.5E-02,1.4E+02,1.3827E+00
5E-01,2.5E-02,1.6E+02,1.38339E+00
5E-01,2.5E-02,1.8E+02,1.38383E+00
5E-01,2.5E-02,2E+02,1.38413E+00
5E-01,2.5E-02,3E+02,1.38464E+00
5E-01,2.5E-02,4E+02,1.38447E+00
5E-01,2.5E-02,5E+02,1.38399E+00
5E-01,2.5E-02,1E+03,1.38002E+00
5E-01,5E-02,0E+00,4.86079E-01
5E-01,5E-02,1E-05,4.8608E-01
5E-01,5E-02,1E-04,4.86094E-01
5E-01,5E-02,1E-03,4.86226E-01
5E-01,5E-02,1E-02,4.87545E-01
5E-01,5E-02,1E-01,5.00611E-01
5E-01,5E-02,2E-01,5.14469E-01
5E-01,5E-02,3E-01,5.28034E-01
5E-01,5E-02,4E-01,5.41321E-01
5E-01,5E-02,5E-01,5.54361E-01
5E-01,5E-02,6E-01,5.67199E-01
5E-01,5E-02,7E-01,5.79877E-01
5E-01,5E-02,8E-01,5.92422E-01
5E-01,5E-02,9E-01,6.04856E-01
5E-01,5E-02,1E+00,6.17191E-01
5E-01,5E-02,2E+00,7.33359E-01
5E-01,5E-02,3E+00,8.37661E-01
5E-01,5E-02,4E+00,9.26392E-01
5E-01,5E-02,5E+00,9.98928E-01
5E-01,5E-02,6E+00,1.05612E+00
5E-01,5E-02,7E+00,1.10131E+00
5E-01,5E-02,8E+00,1.13743E+00
5E-01,5E-02,9E+00,1.16671E+00
